startup_name,date,sector,sub_sector,city,investors,round_type,amount_usd,year,month
Coverfox,2017-06-12,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,15000000.0,2017.0,6.0
Hypertrack,2017-06-13,Technology,Location tracking solutions,Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,0.0,2017.0,6.0
Goodera,2017-06-13,Technology,CSR and sustainability management platform,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000.0,2017.0,6.0
Digit,2017-06-13,Technology,Tech driven Insurance platform,Bengaluru,Fairfax Holdings,Private Equity,0.0,2017.0,6.0
Ola,2017-06-14,Consumer Internet,Cab Aggregation App,Bengaluru,Tekne Capital Management LLC,Private Equity,50000000.0,2017.0,6.0
Vanitycask,2017-06-14,Consumer Internet,Beauty products discovery platform,Mumbai,RB Investments,Seed,0.0,2017.0,6.0
Mrneeds,2017-06-14,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed,500000.0,2017.0,6.0
Moneytap,2017-06-15,Consumer Internet,Money Lending platform,Bengaluru,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000.0,2017.0,6.0
Goodbox,2017-06-16,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000.0,2017.0,6.0
Fincash,2017-06-16,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed,100000.0,2017.0,6.0
Portdesk,2017-06-16,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed,2000000.0,2017.0,6.0
Edgefx,2017-06-16,eCommerce,DIY project Kits seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed,0.0,2017.0,6.0
Eazydiner,2017-06-16,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,YouWeCan Ventures,Seed,0.0,2017.0,6.0
Healthintel,2017-06-16,Healthcare,Online Pharmacy,Delhi,BLIP Initiatives,Seed,0.0,2017.0,6.0
Unbxd,2017-06-19,Technology,Cloud-based product discovery platform,Bengaluru,Eight Roads Ventures,Private Equity,12500000.0,2017.0,6.0
Darwinbox,2017-06-19,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000.0,2017.0,6.0
Forevershop,2017-06-20,Consumer Internet,Mobile based ecommerce platform,Bengaluru,91maker.com,Seed,300000.0,2017.0,6.0
Insider.In,2017-06-20,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,5200000.0,2017.0,6.0
Fynd,2017-06-21,eCommerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,2400000.0,2017.0,6.0
Grow Fit,2017-06-21,Consumer Internet,Health-Tech platform,Bengaluru,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500000.0,2017.0,6.0
Fabulyst,2017-06-21,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed,215000.0,2017.0,6.0
Mswipe,2017-06-21,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000.0,2017.0,6.0
Oneassist,2017-06-21,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private Equity,0.0,2017.0,6.0
Julia Computing,2017-06-22,Technology,Open Source Language for Data Science and Machine Learning,Bengaluru,"General Catalyst, Founder Collective",Private Equity,4600000.0,2017.0,6.0
Kissht,2017-06-22,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,2000000.0,2017.0,6.0
Explore Life Traveling,2017-06-22,Consumer Internet,Local homes booking platform,Bengaluru,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed,500000.0,2017.0,6.0
Loantap,2017-06-23,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4000000.0,2017.0,6.0
Voxweb,2017-06-23,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed,1000000.0,2017.0,6.0
Hug Innovations,2017-06-26,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000.0,2017.0,6.0
Flipkart,2017-06-26,eCommerce,Online marketplace,Bengaluru,Naspers,Private Equity,71000000.0,2017.0,6.0
V Resorts,2017-06-26,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity,4000000.0,2017.0,6.0
Stashfin,2017-06-27,Consumer Internet,Personal Finance App,Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000.0,2017.0,6.0
Formcept,2017-06-27,Consumer Internet,Unified Data Analysis platform,Bengaluru,Gujarat Venture Finance Ltd,Private Equity,0.0,2017.0,6.0
Spares Hub,2017-06-27,eCommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed,311000.0,2017.0,6.0
Fitraq,2017-06-28,Consumer Internet,Fitness Centre Discovery Platform,Delhi,"Aparup Sengupta, Devendra Reddy,",Seed,0.0,2017.0,6.0
Rubique,2017-06-28,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3000000.0,2017.0,6.0
Niki.Ai,2017-06-28,Consumer Internet,AI Based Personal Assistant,Bengaluru,"SAP.iO, Unilazer Ventures",Private Equity,2000000.0,2017.0,6.0
Fitpass,2017-06-29,Consumer Internet,Online Fitness Marketplace,Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000.0,2017.0,6.0
Zinghr,2017-06-29,Technology,"digital employee solutions,",Mumbai,Zeta,Private Equity,0.0,2017.0,6.0
Tagos Design,2017-06-30,Technology,in-video discovery platform,Bengaluru,Undisclosed Investors,Private Equity,5000000.0,2017.0,6.0
Urbanclap,2017-06-30,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000.0,2017.0,6.0
Ace2Three,2017-05-01,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,73700000.0,2017.0,5.0
Power2Sme,2017-05-01,eCommerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,Private Equity,10000000.0,2017.0,5.0
Innovapptive,2017-05-02,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed,1500000.0,2017.0,5.0
4Tigo,2017-05-02,Logistics,Truck Network company,Bengaluru,"Accel Partners, Nandan Nilekani,",Private Equity,10000000.0,2017.0,5.0
Smecorner,2017-05-02,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch government fund,Private Equity,0.0,2017.0,5.0
Zippserve,2017-05-02,Consumer Internet,Real estate risk assessment platform,Bengaluru,undisclosed investors,Seed,390000.0,2017.0,5.0
Ola,2017-05-03,Consumer Internet,Cab Aggregation App,Bengaluru,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,104500000.0,2017.0,5.0
Sumeru,2017-05-03,Technology,Software & Mobile development services,Bengaluru,undisclosed investors,Seed,1000000.0,2017.0,5.0
Healthians,2017-05-04,Consumer Internet,Online Diagnostics and wellness platform,Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,0.0,2017.0,5.0
Healthmir,2017-05-05,Consumer Internet,AI-based health content platform,Delhi,Nimit Panigrahi,Seed,0.0,2017.0,5.0
Uactive,2017-05-05,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja family,Seed,0.0,2017.0,5.0
I-Lend,2017-05-05,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,Seed,0.0,2017.0,5.0
Good Methods Global,2017-05-05,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,Private Equity,0.0,2017.0,5.0
Balance App,2017-05-05,Consumer Internet,Money Savings & Management App,Bengaluru,Rainmatter,Seed,233000.0,2017.0,5.0
Yepme,2017-05-08,eCommerce,Private Label Fashion etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000.0,2017.0,5.0
Nightstay,2017-05-08,Consumer Internet,Last minute hotel booking mobile app,Delhi,"Indian Angels Network, LetsVenture",Seed,0.0,2017.0,5.0
Devourin,2017-05-08,Technology,Restaurant Automation Solution,Pune,Deepak Nathani,Seed,0.0,2017.0,5.0
Mygreens,2017-05-08,Food & Beverage,Cold-press Juices manufacturer,Delhi,"Ajay Relan, LetsVenture",Seed,1000000.0,2017.0,5.0
Ace Turtle,2017-05-08,Technology,Omni-Channel Platform,Bengaluru,"Vertex Ventures, C31 Ventures",Private Equity,5000000.0,2017.0,5.0
Curefit,2017-05-08,Technology,Health-Tech Platform,Bengaluru,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3200000.0,2017.0,5.0
Curie Labs,2017-05-09,Technology,Energy Analytics startup,Delhi,Satoshi Studios,Seed,50000.0,2017.0,5.0
Uncanny Vision,2017-05-09,Technology,Computer Vision on Embedded Systems,Bengaluru,Anand Chandrasekaran,Seed,0.0,2017.0,5.0
Anchanto,2017-05-09,Technology,Ecommerce Fulfilment and Technology Platform,Pune,Luxasia Group,Private Equity,0.0,2017.0,5.0
Sequretek,2017-05-09,Technology,IT Security & Data Management Services,Mumbai,"GVFL, Unicorn India Ventures",Private Equity,0.0,2017.0,5.0
Lucideus,2017-05-10,Technology,Cyber Security Startup,Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed,0.0,2017.0,5.0
Vidooly,2017-05-10,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Equity,1400000.0,2017.0,5.0
Shopclues,2017-05-10,eCommerce,Online marketplace,Gurgaon,InnoVen Capital,Private Equity,7700000.0,2017.0,5.0
Fourth Ambit,2017-05-10,Consumer Internet,Community Building platform,Bengaluru,1Crowd,Seed,600000.0,2017.0,5.0
Chymera Vr,2017-05-10,Technology,Advertising Platform for Virtual Reality,Bengaluru,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed,0.0,2017.0,5.0
Early Salary,2017-05-11,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000.0,2017.0,5.0
Book My Diamond,2017-05-11,eCommerce,Diamond B2B eTailer,Mumbai,Chirag Nikunj Sheth & Others,Seed,0.0,2017.0,5.0
Ion Energy,2017-05-11,Technology,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed,0.0,2017.0,5.0
Legal Raasta,2017-05-12,Consumer Internet,Legal Services to SMEs & Individuals,Delhi,Impanix Capital,Private Equity,5000000.0,2017.0,5.0
Log 9 Materials,2017-05-12,Technology,NanoTech product developer,Bengaluru,GEMs,Seed,0.0,2017.0,5.0
Remit Guru,2017-05-12,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity,466000.0,2017.0,5.0
Aequm,2017-05-12,eCommerce,Cloud ECommerce platform,Bengaluru,undisclosed investors,Seed,1000000.0,2017.0,5.0
Zapty,2017-05-15,Technology,Project Management tool,Bengaluru,IdeaSpring Capital,Seed,500000.0,2017.0,5.0
Vernacular.Ai,2017-05-15,Technology,Multi-lingual AI Platform for Businesses,Bengaluru,Kstart Capital,Seed,0.0,2017.0,5.0
Niki.Ai,2017-05-16,Technology,AI-based chatbot,Bengaluru,SAP,Private Equity,0.0,2017.0,5.0
Telr,2017-05-16,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity,3000000.0,2017.0,5.0
Fynd,2017-05-16,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,500000.0,2017.0,5.0
Genie,2017-05-17,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed,250000.0,2017.0,5.0
Paysense,2017-05-17,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,5300000.0,2017.0,5.0
The Good Life,2017-05-18,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed,1000000.0,2017.0,5.0
Pumpkart,2017-05-18,eCommerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,Seed,0.0,2017.0,5.0
Paytm,2017-05-18,ECommerce,Mobile Wallet & ECommerce platform,Bengaluru,SoftBank Group,Private Equity,1400000000.0,2017.0,5.0
Ezcred,2017-05-19,Consumer Internet,Consumer Lending Platform,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed,1000000.0,2017.0,5.0
Healthsutra,2017-05-19,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed,0.0,2017.0,5.0
Yepme,2017-05-20,eCommerce,Private Fashion Brand etailer,Delhi,Gokaldas Exports Ltd,Private Equity,0.0,2017.0,5.0
Delhivery,2017-05-22,Logistics,ECommerce Logistics provider,Delhi,Fosun International,Private Equity,30000000.0,2017.0,5.0
Zipgrid,2017-05-22,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed,500000.0,2017.0,5.0
Travelspice,2017-05-23,ECommerce,Travel ECommerce portal,Hyderabad,Eagle10 Ventures,Seed,0.0,2017.0,5.0
Magicpin,2017-05-23,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000.0,2017.0,5.0
The Print,2017-05-23,Consumer Internet,News Portal,Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed,0.0,2017.0,5.0
Box8,2017-05-23,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,1000000.0,2017.0,5.0
Gennext Students,2017-05-24,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed,580000.0,2017.0,5.0
Aye Finance,2017-05-25,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private Equity,8000000.0,2017.0,5.0
Whatsloan,2017-05-26,Consumer Internet,Online Lending mobile app,Bengaluru,Lahiri Music\\xe2\\x80\\x99s family office,Seed,0.0,2017.0,5.0
Cube Consumer Services,2017-05-29,Consumer Internet,Finance management Mobile app,Mumbai,,Seed,0.0,2017.0,5.0
Nivesh,2017-05-29,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed,0.0,2017.0,5.0
Wowflux,2017-05-29,Technology,image Processing solution,Delhi,Undisclosed Investors,Seed,0.0,2017.0,5.0
Collateral Medical,2017-05-29,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,3500000.0,2017.0,5.0
Loadshare,2017-05-30,Logistics,Express Logistics Network,Bengaluru,Matrix Partners,Seed,0.0,2017.0,5.0
Simplilend,2017-05-30,Consumer Internet,Online lending platform,Delhi,Undisclosed Investors,Seed,0.0,2017.0,5.0
Supr Daily,2017-05-30,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000.0,2017.0,5.0
Swiggy,2017-05-30,Consumer Internet,Online food delivery platform,Bengaluru,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000.0,2017.0,5.0
Sastasundar,2017-05-31,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,5000000.0,2017.0,5.0
Magicpin,2017-05-31,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000.0,2017.0,5.0
Cashe,2017-04-01,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000.0,2017.0,4.0
Eruditus,2017-04-03,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8200000.0,2017.0,4.0
Testbook,2017-04-03,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,0.0,2017.0,4.0
Healthcare At Home,2017-04-03,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40000000.0,2017.0,4.0
Tyre Express,2017-04-03,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed,0.0,2017.0,4.0
Smartcoin,2017-04-03,Consumer Internet,Micro Lending platform,Bengaluru,Unicorn India Ventures & Others,Private Equity,0.0,2017.0,4.0
Waycool,2017-04-04,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2700000.0,2017.0,4.0
Perfios,2017-04-04,Technology,Fin-Tech Solutions,Bengaluru,Bessemer Venture Partners,Private Equity,6100000.0,2017.0,4.0
Whatfix,2017-04-04,Technology,Interactive Tech-Support Guides,Bengaluru,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000.0,2017.0,4.0
Elastirun,2017-04-04,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000.0,2017.0,4.0
Trukky,2017-04-04,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed,500000.0,2017.0,4.0
Konsult App,2017-04-04,Consumer Internet,App based Doctor Consulting platform,Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed,500000.0,2017.0,4.0
Credit Sudhaar,2017-04-05,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed,0.0,2017.0,4.0
Fingerlix,2017-04-05,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3000000.0,2017.0,4.0
Dataweave,2017-04-05,Technology,Business Intelligence Solutions,Bengaluru,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,0.0,2017.0,4.0
Medwell Ventures,2017-04-06,Healthcare,Home-Based Healthcare provider,Bengaluru,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0,2017.0,4.0
Mech Mocha,2017-04-06,Consumer Internet,Mobile gaming startup,Bengaluru,"Accel Partners, Shunwei Capital",Private Equity,5000000.0,2017.0,4.0
Startup Buddy,2017-04-07,Consumer Internet,Startup Support Platform,Gurgaon,"YouWeCan Ventures,",Seed,0.0,2017.0,4.0
Qorqi,2017-04-07,Healthcare,Online Healthcare provider,Noida,Paytm,Seed,0.0,2017.0,4.0
Twenty Two Motors,2017-04-07,Technology,Smart Scooter manufacturer,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Seed,0.0,2017.0,4.0
Pharmeasy,2017-04-07,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000.0,2017.0,4.0
Wonderchef,2017-04-08,eCommerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,0.0,2017.0,4.0
Fastfox,2017-04-08,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000.0,2017.0,4.0
Omnify,2017-04-10,Technology,SaaS platform for SMEs,Bengaluru,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed,150000.0,2017.0,4.0
Capital Float,2017-04-10,Consumer Internet,Online Lending Platform for SME,Bengaluru,Mahindra and Mahindra Financial Services,Private Equity,2300000.0,2017.0,4.0
Ninjacart,2017-04-11,eCommerce,B2B agri-marketing platform,Bengaluru,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000.0,2017.0,4.0
Mergerware,2017-04-11,Technology,Software solutions for M&As,Bengaluru,Philippe Bouchet,Seed,100000.0,2017.0,4.0
Sports Flashes,2017-04-11,Consumer Internet,Online Sports portal & Mobile app,Delhi,"Sushil Kumar, Sandeep Singh",Seed,0.0,2017.0,4.0
Clovia,2017-04-12,eCommerce,Online lingerie & Sleepwear etailer,Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000.0,2017.0,4.0
Emiza,2017-04-12,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000.0,2017.0,4.0
Hackerearth,2017-04-12,Consumer Internet,Online Skill Assessment Platform,Bengaluru,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000.0,2017.0,4.0
Squadrun,2017-04-12,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000.0,2017.0,4.0
Tinmen,2017-04-12,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed,0.0,2017.0,4.0
Scoutmytrip,2017-04-12,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Seed,0.0,2017.0,4.0
Safetykart,2017-04-13,eCommerce,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private Equity,0.0,2017.0,4.0
Weareholidays,2017-04-13,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,7700000.0,2017.0,4.0
Ola Cabs,2017-04-14,Consumer Internet,Cab Aggregator App,Bengaluru,SIMI Pacific Pte,Private Equity,260000000.0,2017.0,4.0
Myly,2017-04-15,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed,310000.0,2017.0,4.0
Credihealth,2017-04-17,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000.0,2017.0,4.0
Navia Life Care,2017-04-17,Technology,Health Technology platform,Delhi,Benori Ventures LLP,Seed,0.0,2017.0,4.0
Raw Pressery,2017-04-17,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed,0.0,2017.0,4.0
Snackible,2017-04-17,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed,175000.0,2017.0,4.0
Be U Salons,2017-04-17,Consumer Internet,Online Salon discovery & Booking Services,Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed,620000.0,2017.0,4.0
Simulanis,2017-04-17,Consumer Internet,eLearning & Skills Development plat,Delhi,Village Capital,Seed,0.0,2017.0,4.0
Lendingkart,2017-04-17,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,4650000.0,2017.0,4.0
Innefu Security Consulting,2017-04-18,Technology,Cyber Security solutions using AI,Delhi,IndiaNivesh Venture Capital Fund,Private Equity,2000000.0,2017.0,4.0
Whodat,2017-04-18,Technology,Markerless AR platform,Bengaluru,Ideaspring Capital,Private Equity,600000.0,2017.0,4.0
Absentia Vr,2017-04-18,Technology,Virtual Reality Startup,Bengaluru,Exfinity Venture Partners,Private Equity,1250000.0,2017.0,4.0
Iotrek,2017-04-19,Technology,IoT Platform for Bus,Delhi,Undisclosed Investor,Seed,155000.0,2017.0,4.0
Holachef,2017-04-20,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3000000.0,2017.0,4.0
Wooplr,2017-04-20,eCommerce,Social Commerce\\xc2\\xa0 Fashion platform,Bengaluru,Ankit Nagori,Private Equity,0.0,2017.0,4.0
Video Ken,2017-04-21,Consumer Internet,Video Based Collaborative Learning,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed,1000000.0,2017.0,4.0
Faasos,2017-04-24,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6300000.0,2017.0,4.0
Oyo Rooms,2017-04-24,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000.0,2017.0,4.0
Toppr,2017-04-24,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,3200000.0,2017.0,4.0
Niramai,2017-04-24,Healthcare,Breast Cancer Screening Solutions,Bengaluru,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed,0.0,2017.0,4.0
The Office Pass,2017-04-25,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed,245000.0,2017.0,4.0
Urbanclap,2017-04-25,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,3100000.0,2017.0,4.0
Awfis,2017-04-26,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000.0,2017.0,4.0
Myra,2017-04-26,Consumer Internet,Online Pharmacy,Bengaluru,"Times Internet,Matrix Partners",Private Equity,0.0,2017.0,4.0
Flytxt,2017-04-26,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,11000000.0,2017.0,4.0
Howdy Ventures,2017-04-26,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed,1500000.0,2017.0,4.0
Stalkbuylove,2017-04-26,eCommerce,Online fashion marketplace,Delhi,Trifecta Capital,Private Equity,1000000.0,2017.0,4.0
Zipgo,2017-04-26,Consumer Internet,Bus Pooling services platform,Bengaluru,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,0.0,2017.0,4.0
Scootsy,2017-04-27,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000.0,2017.0,4.0
Autobix,2017-04-27,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed,0.0,2017.0,4.0
Eshiksha,2017-04-27,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed,0.0,2017.0,4.0
Inurture,2017-04-27,Consumer Internet,Online Educational courses,Bengaluru,BlackSoil Capital Pvt. Ltd,Private Equity,1500000.0,2017.0,4.0
Sepalika,2017-04-28,Consumer Internet,Healthcare related content platform,Delhi,Accel Partners,Seed,750000.0,2017.0,4.0
Mintwalk,2017-04-28,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed,0.0,2017.0,4.0
Qriyo,2017-04-29,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,0.0,2017.0,4.0
Ola,2017-03-01,Consumer Internet,App based cab aggregator,Bengaluru,SoftBank Group Corp,Private Equity,330000000.0,2017.0,3.0
Belong,2017-03-01,Consumer Internet,Online Jon Portal,Bengaluru,Sequoia Capital India,Private Equity,10000000.0,2017.0,3.0
