startup_name,last_raise,sector,city,total_raised
Oneclickwash,2016-03-21,Consumer Internet,Gurgaon,0.0
Room On Call,2016-03-21,Consumer Internet,Gurgaon,2300000.0
Cityshor,2016-03-22,Consumer Internet,Ahmedabad,0.0
Smartron,2016-03-22,Technology,Bengaluru,0.0
Drivojoy,2016-03-22,Consumer Internet,Bengaluru,600000.0
Lifcare,2016-03-22,Consumer Internet,Jaipur,0.0
Creditseva,2016-03-22,Consumer Internet,Hyderabad,360000.0
Sp Robotics,2016-03-23,Technology,Chennai,300000.0
Hashlearn,2016-03-23,Consumer Internet,,0.0
Endless Robotics,2016-03-23,Technology,Hyderabad,100000.0
Horntell,2016-03-24,Consumer Internet,Gurgaon,150000.0
Schoolkart,2016-03-28,eCommerce,Noida,300000.0
Veritas Finance,2016-03-29,Finance,Chennai,4700000.0
Qikship,2016-03-29,Consumer Internet,Delhi,200000.0
Healtheminds,2016-03-29,Consumer Internet,Bengaluru,0.0
Fixnix,2016-03-29,Consumer Internet,Chennai,500000.0
Babygogo,2016-03-29,Consumer Internet,Delhi,300000.0
Transcell,2016-03-31,Healthcare,Hyderabad,0.0
Switchme,2016-03-31,Consumer Internet,Mumbai,0.0
Process 9,2016-04-01,Consumer Internet,Gurgaon,0.0
Dil Mil,2016-04-01,Consumer Internet,SFO / Bangalore,2700000.0
Picsdream,2016-04-01,Consumer Internet,Delhi,0.0
Roll Mafia,2016-04-04,Food & Beverage,Pune,0.0
Hungama,2016-04-04,Consumer Internet,Mumbai,25000000.0
Highway Delite,2016-04-04,Consumer Internet,Bengaluru,0.0
Housing,2016-04-04,Consumer Internet,Mumbai,0.0
Cult Fitness,2016-04-05,Healthcare,Bengaluru,0.0
Haptik,2016-04-05,Technology,Mumbai,0.0
Gear6,2016-04-06,Consumer Internet,Bengaluru,500000.0
Shipsy,2016-04-06,Logistics,Gurgaon,1000000.0
Truly Social,2016-04-07,Consumer Internet,London,0.0
Vahan,2016-04-08,Education,Chennai,0.0
Imedilane,2016-04-08,Consumer Internet,Delhi,40000.0
Vegfru,2016-04-11,eCommerce,Delhi,0.0
Priceraja,2016-04-11,Consumer Internet,Gurgaon,300000.0
Oyo,2016-04-11,Consumer Internet,Delhi,433962000.0
Living Local,2016-04-11,Consumer Internet,Mumbai,200000.0
Lendenclub,2016-04-12,Finance,Mumbai,0.0
Happydemic,2016-04-12,Consumer Internet,Mumbai,0.0
Magicx,2016-04-12,Consumer Internet,Bengaluru,1000000.0
Indi.Com,2016-04-12,Consumer Internet,,0.0
Legalraasta,2016-04-13,Consumer Internet,Delhi,1000000.0
Raincan,2016-04-13,Consumer Internet,Pune,250000.0
Hippily,2016-04-13,eCommerce,Mumbai,250000.0
Wedwise,2016-04-14,Consumer Internet,Delhi,0.0
Beaconstalk,2016-04-14,Technology,Mumbai,180000.0
Mind Your Fleet,2016-04-15,Consumer Internet,Noida,0.0
Blue Box Media,2016-04-15,Consumer Internet,Jaipur,0.0
Deal 4Loans,2016-04-15,Consumer Internet,Noida,0.0
Vyomo,2016-04-15,Consumer Internet,Delhi,17000000.0
Organicshop,2016-04-15,eCommerce,Jaipur,0.0
Nestaway,2016-04-15,Consumer Internet,Bengaluru,44050000.0
Tork Motocycles,2016-04-18,Auto,Pune,0.0
Jugnoo,2016-04-18,Consumer Internet,Chandigarh,26000000.0
Houssup,2016-04-18,Consumer Internet,Jaipur,0.0
Smytten,2016-04-18,eCommerce,Gurgaon,200000.0
Oliveboard,2016-04-19,Consumer Internet,Bengaluru,0.0
Driverscart,2016-04-19,Consumer Internet,Chennai,450000.0
Oyofit,2016-04-19,Consumer Internet,Bengaluru,0.0
Broomberg,2016-04-20,Consumer Internet,Delhi,0.0
Mishtag,2016-04-21,Consumer Internet,Delhi,0.0
Advanced Structures India,2016-04-21,Auto,Bengaluru,0.0
Yufta,2016-04-21,eCommerce,Bengaluru,0.0
M.Paani,2016-04-21,Consumer Internet,Mumbai,0.0
Knolskae,2016-04-22,Consumer Internet,Bengaluru,0.0
Toko Innovation Studios,2016-04-22,Consumer Internet,Delhi,450000.0
Intouchapp,2016-04-25,Consumer Internet,Pune,0.0
Commut,2016-04-25,Consumer Internet,Hyderabad,200000.0
Dropkaffe,2016-04-25,Food & Beverage,Bengaluru,850000.0
Transerv,2016-04-26,Consumer Internet,Mumbai,15000000.0
Ichr,2016-04-27,Consumer Internet,Delhi,450000.0
Careongo,2016-04-27,Consumer Internet,Delhi,300000.0
Impact Guru,2016-04-29,Consumer Internet,Mumbai,500000.0
Prescribez,2016-05-01,Consumer Internet,Pune,145000.0
Motomojo,2016-05-01,Consumer Internet,Mumbai,0.0
Airwood,2016-05-02,Technology,Chennai,0.0
Zwayam,2016-05-03,Consumer Internet,Bengaluru,250000.0
Prepathon,2016-05-03,Education,Mumbai,0.0
Boibanit,2016-05-03,Consumer Internet,Vadodara,0.0
Idreamcareer,2016-05-03,Consumer Internet,Delhi,0.0
Zuver,2016-05-03,Consumer Internet,Mumbai,180000.0
Mydentistchoice,2016-05-04,eCommerce,Hyderabad,150000.0
Comarete,2016-05-04,Technology,Pune,200000.0
Easyroads,2016-05-04,Consumer Internet,Mumbai,200000.0
Indee,2016-05-04,Consumer Internet,Bengaluru,500000.0
Solartown,2016-05-04,Technology,Chennai,200000.0
Seclore,2016-05-04,Technology,Mumbai,12000000.0
Weballigator,2016-05-05,Consumer Internet,Bengaluru,375000.0
Eduace Services,2016-05-06,Education,Lucknow,1000000.0
Zebroads,2016-05-07,Logistics,Hyderabad,75000.0
Locus,2016-05-09,Technology,Bengaluru,2750000.0
Toko Innovations,2016-05-09,Consumer Internet,Bengaluru,450000.0
Rentickle,2016-05-09,eCommerce,Delhi,250000.0
Innonano Research,2016-05-10,Technology,Chennai,18000000.0
Schoolwear,2016-05-10,eCommerce,Mumbai,1500000.0
Fractal Analytics,2016-05-11,Technology,Mumbai,100000000.0
Zenify,2016-05-11,Consumer Internet,Bengaluru,900000.0
Faircent,2016-05-11,Consumer Internet,Gurgaon,0.0
Life Circle,2016-05-12,Healthcare,Hyderabad,150000.0
Dream Wallets,2016-05-12,Consumer Internet,Jaipur,0.0
Galleri5,2016-05-12,Consumer Internet,Bengaluru,0.0
Shabdnagari,2016-05-12,Consumer Internet,Kanpur,0.0
Derbii,2016-05-12,Logistics,Gurgaon,0.0
Stayzilla,2016-05-13,Consumer Internet,Chennai,33500000.0
Bedbathmore,2016-05-16,Consumer Internet,Mumbai,0.0
Murgency,2016-05-17,Consumer Internet,Mumbai,0.0
Blinge,2016-05-17,eCommerce,Mumbai,0.0
Fundamentor,2016-05-18,Education,Pune,0.0
Thesmartq,2016-05-18,Consumer Internet,Bengaluru,250000.0
Purplehealth,2016-05-18,Consumer Internet,Trivandrum,100000.0
Bhiveworkspace,2016-05-18,Reality,Bengaluru,1000000.0
Edupristine,2016-05-18,Education,Mumbai,10000000.0
Appie,2016-05-19,Consumer Internet,Mumbai,1000000.0
Veqta,2016-05-19,Consumer Internet,Delhi,500000.0
Taxivaxi,2016-05-19,Consumer Internet,Delhi,500000.0
I2Ifunding,2016-05-20,Consumer Internet,Noida,300000.0
Hoppingo,2016-05-23,Consumer Internet,Delhi,89000.0
Eatonomist,2016-05-24,Consumer Internet,Gurgaon,0.0
Goalwise,2016-05-24,Consumer Internet,Bengaluru,1000000.0
Address Health,2016-05-25,Healthcare,Bengaluru,1500000.0
Arcatron Mobility,2016-05-25,Technology,Pune,100000.0
Shethepeople,2016-05-25,Consumer Internet,Delhi,0.0
Roast,2016-05-25,Consumer Internet,Delhi,0.0
Mchamp,2016-05-26,Consumer Internet,Delhi,475000.0
Consure Medical,2016-05-26,Healthcare,Delhi,0.0
Pianta,2016-05-27,Consumer Internet,Bengaluru,0.0
Vahanalytics,2016-05-30,Technology,Mumbai,200000.0
Tpot,2016-05-31,Food & Beverage,Gurgaon,0.0
Play Your Sport,2016-05-31,Consumer Internet,Delhi,16000.0
Machadalo,2016-05-31,Consumer Internet,Mumbai,175000.0
Chikoop,2016-06-01,Consumer Internet,Indore,0.0
Bridgei2I,2016-06-01,Technology,Bengaluru,0.0
Limo,2016-06-02,Consumer Internet,Mumbai,1000000.0
Atomberg,2016-06-02,Technology,Mumbai,1000000.0
Vyome Biosciences,2016-06-03,Healthcare,Delhi,2000000.0
Gogo Truck,2016-06-03,Consumer Internet,Chennai,75000.0
Icliniq,2016-06-03,Consumer Internet,Bengaluru,0.0
Sillymonks,2016-06-06,Consumer Internet,Hyderabad,448000.0
Helpshift,2016-06-07,Technology,Pune,23000000.0
Intgrea,2016-06-07,Technology,Bengaluru,100000.0
Creditvidya,2016-06-07,Technology,Mumbai,1000000.0
Wired Hub,2016-06-08,Real Estate,Jaipur,0.0
Shopwati,2016-06-08,Consumer Internet,Gurgaon,0.0
Cookifi,2016-06-08,Consumer Internet,Bengaluru,0.0
Grey Campus,2016-06-08,Consumer Internet,Hyderabad,1000000.0
Listup,2016-06-08,eCommerce,Mumbai,500000.0
6Degree,2016-06-08,Technology,Mumbai,200000.0
Storeking,2016-06-08,eCommerce,Bengaluru,16000000.0
Myseniordoctor,2016-06-08,Consumer Internet,Gurgaon,200000.0
Extraaedge,2016-06-09,Consumer Internet,Pune,0.0
Epaylater,2016-06-09,Technology,Mumbai,2000000.0
Teabox,2016-06-09,eCommerce,Siliguri,6000000.0
Paytunes,2016-06-10,Consumer Internet,Delhi,500000.0
Freshee,2016-06-10,FMCG,Mumbai,0.0
Kyazoonga,2016-06-10,eCommerce,Mumbai,0.0
Kickstart Jobs,2016-06-10,Technology,Gurgaon,0.0
Madrat Games,2016-06-10,Technology,Bengaluru,168000.0
Autosense,2016-06-11,Technology,Delhi,0.0
Jazzmyride,2016-06-11,eCommerce,Delhi,0.0
Redsun Telematics,2016-06-11,Consumer Internet,Chennai,0.0
Khanagadi,2016-06-13,Consumer Internet,Jaipur,0.0
Bombay Shirt Company,2016-06-13,eCommerce,Mumbai,1000000.0
Matrubharti,2016-06-13,Consumer Internet,,30000.0
Bonhomia,2016-06-14,Food & Beverage,Delhi,3000000.0
Sminq,2016-06-14,Consumer Internet,Pune,1000000.0
Edtechreview,2016-06-14,Consumer Internet,Delhi,0.0
Gobolt,2016-06-14,Logistics,Delhi,0.0
Jivox,2016-06-14,Technology,Bengaluru,6000000.0
Curejoy,2016-06-14,Consumer Internet,Bengaluru,5550000.0
Oneway.Cab,2016-06-15,Consumer Internet,Vadodara,450000.0
Grabonrent,2016-06-15,eCommerce,Bengaluru,0.0
Saavn,2016-06-16,Consumer Internet,USA,100000000.0
Athletto,2016-06-16,Consumer Internet,Bengaluru,0.0
Thinkphi,2016-06-16,Technology,Mumbai,0.0
Unnati Helpers,2016-06-16,Consumer Internet,Gurgaon,600000.0
Duffl,2016-06-17,eCommerce,Bengaluru,0.0
Greythr,2016-06-17,Technology,Bengaluru,5200000.0
Silvan Innovation Labs,2016-06-17,Technology,Bengaluru,900000.0
Cleartax,2016-06-17,Consumer Internet,Delhi,305803000.0
Byg,2016-06-17,Consumer Internet,Bengaluru,0.0
Qonfuse,2016-06-20,Consumer Internet,Delhi,0.0
Dipper,2016-06-20,eCommerce,Delhi,0.0
The Indian Iris,2016-06-20,Consumer Internet,Ahmedabad,0.0
Naturenama,2016-06-21,Consumer Internet,Mumbai,225000.0
Onspoon,2016-06-21,Consumer Internet,Mumbai,150000.0
Restate,2016-06-21,Consumer Internet,Bengaluru,0.0
Procmart,2016-06-21,Consumer Internet,Noida,0.0
Cyclopsmedtech,2016-06-21,Technology,Bengaluru,0.0
Syona Cosmetics,2016-06-21,FMCG,Chennai,150000.0
Prettysecrets,2016-06-21,eCommerce,Mumbai,6000000.0
Celerix,2016-06-21,Technology,Bengaluru,400000.0
Cleartrip,2016-06-21,Consumer Internet,Mumbai,0.0
Spiderg,2016-06-22,Consumer Internet,Pune,150000.0
The Uolo,2016-06-23,Consumer Internet,Bengaluru,210000.0
Padhopadhao,2016-06-23,Consumer Internet,Delhi,0.0
Fareye,2016-06-23,Technology,Delhi,3500000.0
Staqu,2016-06-23,Technology,Gurgaon,0.0
Drivify,2016-06-24,Consumer Internet,Mumbai,50000.0
Parablu,2016-06-24,Technology,Bengaluru,500000.0
Schedulers Logistics,2016-06-24,Logistics,Mumbai,6000000.0
Kabadiexpress,2016-06-24,Others,Delhi,148000.0
Yourdost,2016-06-27,Consumer Internet,Bengaluru,1600000.0
Voler Cars,2016-06-27,Consumer Internet,Delhi,0.0
Gomalon,2016-06-27,Consumer Internet,Bengaluru,100000.0
Locanix,2016-06-28,Technology,Ahmedabad,300000.0
Mysuperbrain,2016-06-28,Consumer Internet,Hyderabad,0.0
Blogbeats,2016-06-28,Consumer Internet,Bengaluru,0.0
Hello Tax,2016-06-28,Consumer Internet,Delhi,295000.0
Letreach,2016-06-29,eCommerce,Delhi,200000.0
Impactguru,2016-06-29,Consumer Internet,Mumbai,0.0
Trendieapp,2016-06-29,Technology,Kolkata,50000.0
Velvetcase,2016-06-29,eCommerce,Mumbai,1500000.0
Biryani Blues,2016-06-30,Food & Beverage,Gurgaon,368000.0
Meru Cabs,2016-06-30,Consumer Internet,Mumbai,75000000.0
Campus Diaries,2016-06-30,Consumer Internet,Bengaluru,220000.0
Scripbox,2016-06-30,Consumer Internet,Bengaluru,2500000.0
Pressplay Tv,2016-07-01,Consumer Internet,Delhi,0.0
Venture Catalysts,2016-07-01,Consumer Internet,Mumbai,500000.0
Playment,2016-07-02,Consumer Internet,Bengaluru,700000.0
Grab.In,2016-07-04,Logistics,Mumbai,2000000.0
Neogrowth,2016-07-04,Finance,Mumbai,16000000.0
Wealthtrust,2016-07-04,Consumer Internet,Mumbai,0.0
Fulfil.Io,2016-07-04,Consumer Internet,US,0.0
Stitchwood,2016-07-04,eCommerce,Mumbai,595000.0
Bookmyshow,2016-07-05,Consumer Internet,Mumbai,82000000.0
Seedoc,2016-07-05,Consumer Internet,Gurgaon,1000000.0
Wedding Wishlist,2016-07-06,Consumer Internet,Chennai,297000.0
Happilyunmarried,2016-07-06,eCommerce,Delhi,740000.0
Don\\Xe2\\X80\\X99T Scratch Your Head,2016-07-06,Technology,Ahmedabad,250000.0
Spectravr,2016-07-07,Technology,Mumbai,0.0
Adytude,2016-07-07,Consumer Internet,Delhi,1000000.0
Appdaily,2016-07-07,Technology,Mumbai,2000000.0
Quickli,2016-07-07,Logistics,Gurgaon,0.0
Overcart.Com,2016-07-11,eCommerce,Gurgaon,3000000.0
Trak N Tell,2016-07-11,Technology,Gurgaon,3500000.0
Mintm,2016-07-12,Consumer Internet,Bengaluru,0.0
Hitgrit,2016-07-12,Consumer Internet,Chandigarh,0.0
Sirionlabs,2016-07-12,Technology,Gurgaon,12250000.0
Find My Stay,2016-07-12,Consumer Internet,Delhi,0.0
Heal Institute,2016-07-13,Healthcare,Mumbai,0.0
Twigly,2016-07-13,Consumer Internet,Gurgaon,800000.0
Rentmojo,2016-07-13,Consumer Internet,Bengaluru,5000000.0
Yaap,2016-07-13,Consumer Internet,Delhi,5000000.0
Urban Tailor,2016-07-13,Consumer Internet,Bengaluru,0.0
Cityfurnish,2016-07-13,Consumer Internet,Gurgaon,0.0
Utoo Cabs,2016-07-13,Consumer Internet,Chennai,0.0
Augrav,2016-07-14,eCommerce,Coimbatore,450000.0
Shoppinpal,2016-07-14,Technology,Pune,1070000.0
Transtutors / Askiitians,2016-07-14,Consumer Internet,Delhi,0.0
Baggout,2016-07-15,eCommerce,Delhi,0.0
Satvacart,2016-07-15,eCommerce,Delhi,1800000.0
Bankerbay,2016-07-15,Consumer Internet,Bengaluru,2000000.0
Workapps,2016-07-15,Technology,Pune,1000000.0
Ridlr,2016-07-15,Consumer Internet,Mumbai,6000000.0
Imageprovision,2016-07-18,Technology,Pune,0.0
Underdogs,2016-07-18,Technology,Mumbai,0.0
Bluestone,2016-07-18,eCommerce,Mumbai,30000000.0
Zuppler,2016-07-18,Consumer Internet,Delhi,650000.0
Yellowdig,2016-07-18,Consumer Internet,Pune,650000.0
Deal4Loans / Wishfin,2016-07-19,Consumer Internet,Noida,15000000.0
Sagacito,2016-07-19,Technology,Delhi,10000000.0
Applop,2016-07-19,Consumer Internet,Gurgaon,350000.0
Niyo Solutions,2016-07-19,Technology,Bengaluru,1000000.0
Truckola,2016-07-20,Logistics,Mumbai,595000.0
Iserve Financial,2016-07-20,Consumer Internet,Pune,0.0
Tax2Win,2016-07-20,Consumer Internet,Jaipur,1000000.0
Wiwigo,2016-07-21,Consumer Internet,Bengaluru,595000.0
Drums Food,2016-07-21,Food & Beverage,Mumbai,0.0
Aberuk,2016-07-21,eCommerce,Bengaluru,0.0
Mytaxiindia,2016-07-21,Consumer Internet,Delhi,1600000.0
Healthkart,2016-08-01,eCommerce,Gurgaon,12000000.0
Repaireasy,2016-08-01,Consumer Internet,Pune,275000.0
Tokri,2016-08-01,Consumer Internet,Pune,2500000.0
Sheroes,2016-08-02,Consumer Internet,Noida,2570000.0
Yumlane,2016-08-02,Food & Beverage,Mumbai,1000000.0
Flickbay,2016-08-03,Consumer Internet,Mumbai,890000.0
Xcode,2016-08-03,Healthcare,Chennai,0.0
Extracarbon,2016-08-03,Consumer Internet,Gurgaon,225000.0
Lehlehsports,2016-08-04,Others,Delhi,0.0
Petoo,2016-08-04,Consumer Internet,Bengaluru,1500000.0
Tricog,2016-08-05,Healthcare,Bengaluru,0.0
Vst Travels,2016-08-06,Technology,Kerala,27000.0
Wefly Indoor Skydiving,2016-08-08,Others,Mumbai,40000.0
Mojarto,2016-08-08,eCommerce,Gurgaon,445000.0
Adpushup,2016-08-08,Technology,Delhi,0.0
Zeolr/Respiron,2016-08-09,Technology,Delhi,0.0
Travelyaari,2016-08-11,Consumer Internet,Bengaluru,10000000.0
Genextstudents,2016-08-11,Consumer Internet,Mumbai,209000.0
Faircent.Com,2016-08-12,Consumer Internet,Gurgaon,1750000.0
Cuberoot,2016-08-12,Technology,Gurgaon,500000.0
Innovaccer,2016-08-12,Technology,Noida,37140000.0
Funcastic,2016-08-12,Consumer Internet,Delhi,0.0
Buttercups,2016-08-15,ECommerce,Bengaluru,0.0
Salebhai,2016-08-16,eCommerce,Ahmedabad,1500000.0
Joolz,2016-08-16,eCommerce,Mumbai,500000.0
Hike,2016-08-16,Consumer Internet,Delhi,175000000.0
Gradopedia,2016-08-16,Consumer Internet,Mumbai,0.0
Makkajai,2016-08-16,Technology,Pune,250000.0
Maalgaadi,2016-08-17,Logistics,Indore,375000.0
Zipi,2016-08-17,Technology,Bengaluru,0.0
Appknox,2016-08-17,Technology,Bengaluru,675000.0
Sesame Software,2016-08-18,Technology,Kozhikode,0.0
Digio,2016-08-19,Technology,Bengaluru,375000.0
Ziffity,2016-08-19,Technology,Chennai,0.0
Quikr,2016-08-19,Consumer Internet,Mumbai,230000000.0
Zzungry,2016-08-22,Consumer Internet,Bengaluru,0.0
Puro Wellness,2016-08-22,healthcare,Mumbai,37000000.0
Nearu,2016-08-23,Consumer Internet,Mumbai,0.0
Notesgen,2016-08-23,Consumer Internet,Delhi,100000.0
Tac Security,2016-08-23,Technology,Delhi,0.0
Octo.Ai,2016-08-23,Technology,Delhi,200000.0
Urbanladder,2016-08-24,eCommerce,Mumbai,3000000.0
Unaacademy,2016-08-24,Consumer Internet,Bengaluru,1000000.0
Uber Dreams,2016-08-24,eCommerce,Mumbai,500000.0
Guarented,2016-08-24,eCommerce,Bengaluru,500000.0
Encashea,2016-08-24,Consumer Internet,Bengaluru,0.0
Advenio,2016-08-24,Technology,Chandigarh,100000.0
Convegenius,2016-08-24,Education,Noida,1200000.0
Beyond Evolution,2016-08-24,Technology,Gurgaon,0.0
Shaadisaga,2016-08-24,Consumer Internet,Delhi,0.0
Engineerbabu,2016-08-25,Technology,Indore,0.0
Witworks,2016-08-25,Technology,Bengaluru,0.0
Cult,2016-08-25,Healthcare,Bengaluru,3000000.0
Nearfox,2016-08-25,Consumer Internet,Mumbai,0.0
Mydidi,2016-08-26,Consumer Internet,Mumbai,550000.0
Plix,2016-08-26,Consumer Internet,Gurgaon,500000.0
Crownit,2016-08-26,Consumer Internet,Gurgaon,0.0
Mobikwik,2016-08-26,Consumer Internet,Gurgaon,275346000.0
Notion Press,2016-08-29,Consumer Internet,Chennai,1000000.0
Zolo,2016-08-29,Consumer Internet,Noida,0.0
Runnr,2016-08-29,Consumer Internet,Bengaluru,7000000.0
Livspace,2016-08-29,Consumer Internet,Bengaluru,23000000.0
Prime Focus Technologies,2016-08-30,Technology,Mumbai,0.0
Daybox,2016-08-30,Consumer Internet,Delhi,104000.0
Iaugmentor Labs,2016-08-30,Technology,Gurgaon,149000.0
Flyrobe,2016-08-31,eCommerce,Mumbai,7000000.0
Mihup,2016-09-01,Technology,Kolkata,6700000.0
Renowala,2016-09-01,eCommerce,Hyderabad,0.0
Trackbizz,2016-09-04,Technology,Kochi,0.0
Social Quotient,2016-09-05,Technology,Mumbai,0.0
Cheersoye!,2016-09-06,Consumer Internet,Mumbai,500000.0
Prozo,2016-09-07,eCommerce,Gurgaon,520000.0
Simplilearn,2016-09-07,Education,Bengaluru,35750000.0
Alternacare,2016-09-07,Consumer Internet,Delhi,500000.0
Buildtraders,2016-09-08,eCommerce,Bengaluru,200000.0
Toprankers,2016-09-08,Education,Bengaluru,670000.0
Cureinstant,2016-09-10,Consumer Internet,Delhi,150000.0
Karmacircles,2016-09-10,Consumer Internet,Delhi,0.0
Poshtic,2016-09-10,Consumer Internet,Noida,450000.0
Glam Studios,2016-09-12,Consumer Internet,Noida,300000.0
Inuxu,2016-09-12,Technology,Pune,3000000.0
Purple Style Labs,2016-09-12,Consumer Internet,Mumbai,448000.0
Findow,2016-09-13,Consumer Internet,Bengaluru,0.0
Ideachakki,2016-09-13,Consumer Internet,Delhi,0.0
Nearbuy,2016-09-13,Consumer Internet,Gurgaon,2500000.0
Lenspick,2016-09-14,eCommerce,Bengaluru,0.0
Flocareer,2016-09-14,Consumer Internet,Bengaluru,150000.0
Zeroinfy,2016-09-14,Consumer Internet,Kolkata,0.0
Gopigeon,2016-09-15,Consumer Internet,Bengaluru,1500000.0
Infeedo,2016-09-15,Consumer Internet,Gurgaon,200000.0
Newsdistill,2016-09-16,Consumer Internet,Hyderabad,100000.0
Doctorinsta,2016-09-16,Consumer Internet,Gurgaon,1000000.0
Liqvid,2016-09-19,Technology,Delhi,0.0
Milofy,2016-09-19,Consumer Internet,Bengaluru,750000.0
Joehukum,2016-09-20,Technology,Delhi,0.0
Justlikenew,2016-09-20,eCommerce,Hyderabad,500000.0
Codemojo,2016-09-20,Consumer Internet,Bengaluru,0.0
Purpledocs,2016-09-21,Consumer Internet,Vadodara,0.0
Co Life,2016-09-21,Consumer Internet,Bengaluru,1000000.0
Equickies,2016-09-21,eCommerce,Ahmedabad,298000.0
Gadgetwood,2016-09-22,Consumer Internet,Delhi,6200000.0
Dailyrounds,2016-09-22,Consumer Internet,Bengaluru,0.0
Flixy Games,2016-09-22,Technology,Bengaluru,425000.0
Hashtaag,2016-09-22,Technology,Bengaluru,1000000.0
Pharmarack,2016-09-22,Technology,Pune,745000.0
Inmotion,2016-09-23,Technology,Noida,0.0
First Moms Club,2016-09-23,Consumer Internet,Mumbai,0.0
\\Xc2\\Xa0Cloudcherry,2016-09-23,Technology,Chennai,6000000.0
Parentlane,2016-09-23,Consumer Internet,Bengaluru,0.0
Let\Xe2\X80\X99S Barter,2016-09-26,Consumer Internet,Delhi,0.0
Evengini,2016-09-26,Consumer Internet,Chennai,0.0
Canvs,2016-09-27,Consumer Internet,Mumbai,0.0
Instacar,2016-09-28,Consumer Internet,Indore,1000000.0
Druva,2016-09-28,Technology,Pune,51000000.0
Beardo,2016-09-28,eCommerce,Ahmedabad,500000.0
Unocoin,2016-09-29,Consumer Internet,Bengaluru,1500000.0
Fastudent,2016-09-29,eCommerce,Noida,0.0
Promon,2016-09-29,eCommerce,Delhi,180000.0
Zeta,2016-09-30,Technology,Mumbai,19000000.0
Kalaage,2016-09-30,Consumer Internet,Jaipur,0.0
Demyto,2016-09-30,Consumer Internet,Pune,0.0
Mystifly,2016-10-03,Consumer Internet,Bengaluru,5000000.0
Merakisan,2016-10-03,eCommerce,Bengaluru,0.0
World Art Community,2016-10-03,eCommerce,Gurgaon,400000.0
Helpchat,2016-10-03,Consumer Internet,Bengaluru,0.0
Scandid,2016-10-04,Consumer Internet,Pune,0.0
Innerchef,2016-10-04,Consumer Internet,Gurgaon,4250000.0
Netlinx,2016-10-04,Consumer Internet,Hyderabad,3000000.0
Appsdaily,2016-10-04,Consumer Internet,Mumbai,19750000.0
Remitr,2016-10-04,Consumer Internet,Mumbai,1000000.0
Bharat Bazaar,2016-10-04,eCommerce,Mumbai,0.0
India Gifts Portal,2016-10-04,eCommerce,Noida,2000000.0
Giftxoxo,2016-10-04,eCommerce,Bengaluru,450000.0
Muhurtmaza,2016-10-05,Consumer Internet,Pune,0.0
Neurosynaptic,2016-10-05,Technology,Bengaluru,0.0
Azuro,2016-10-05,Consumer Internet,Mumbai,0.0
Ue Lifesciences,2016-10-05,Technology,Mumbai,1200000.0
Findmeashoe,2016-10-06,Consumer Internet,Bengaluru,0.0
Realbox,2016-10-06,Technology,Noida,300000.0
Gozefo,2016-10-06,eCommerce,Bengaluru,1050000.0
Sportido,2016-10-06,Consumer Internet,Noida,0.0
Kooh Sports,2016-10-07,Technology,Mumbai,4200000.0
Rayiot,2016-10-07,Technology,Bengaluru,100000.0
Flexiloans,2016-10-07,Consumer Internet,Mumbai,15000000.0
Sibia Analytics,2016-10-07,Technology,Kolkata,0.0
Vithi.Com,2016-10-10,eCommerce,Delhi,375000.0
Deyor Camps,2016-10-11,Consumer Internet,Gurgaon,500000.0
Yupp Tv,2016-10-11,Consumer Internet,Bengaluru,50000000.0
Robovac,2016-10-13,Technology,Ahmedabad,450000.0
Maya,2016-10-13,Consumer Internet,Bengaluru,0.0
Shoekonnect,2016-10-13,eCommerce,Agra,0.0
Faballey,2016-10-13,ecommerce,Noida,2000000.0
Postman,2016-10-14,Consumer Internet,Bengaluru,25756000.0
Newspatrolling,2016-10-14,Consumer Internet,Delhi,25000.0
Isfc,2016-10-14,Finance,Hyderabad,6000000.0
Kidsstoppress,2016-10-14,Consumer Internet,Mumbai,0.0
Beatroute,2016-10-14,Technology,Gurgaon,0.0
Tazzo Bikes,2016-10-15,Consumer Internet,Hyderabad,227000.0
Dailyhunt,2016-10-15,Consumer Internet,Bengaluru,159216000.0
Mykindofjob,2016-10-15,Consumer Internet,Mumbai,1000000.0
Rentalpha,2016-10-17,Others,Mumbai,16000000.0
Yumigo,2016-10-17,Consumer Internet,Gurgaon,300000.0
Coppre,2016-10-18,eCommerce,Pune,0.0
Epathsala,2016-10-18,Technology,Bengaluru,0.0
Mysun,2016-10-18,Technology,Noida,2500000.0
Babychakra,2016-10-18,Consumer Internet,Mumbai,0.0
3Dexter,2016-10-18,Technology,Delhi,150000.0
Actofit,2016-10-19,Technology,Mumbai,750000.0
Stayology,2016-10-20,Consumer Internet,Bengaluru,0.0
Hipcask,2016-10-20,Consumer Internet,Mumbai,0.0
Chatongo,2016-10-21,Consumer Internet,Mumbai,300000.0
Soopermo,2016-10-25,Technology,Gurgaon,100000.0
Pickrr,2016-10-25,Technology,Delhi,0.0
Kredx,2016-10-25,eCommerce,Bengaluru,6750000.0
Satvakart,2016-10-25,eCommerce,Gurgaon,0.0
Creditmate,2016-10-25,Consumer Internet,Mumbai,500000.0
Orangetwig,2016-10-26,Consumer Internet,Delhi,1000000.0
The Kettlery,2016-10-26,eCommerce,Ahmedabad,1000000.0
Idea Bubbles,2016-10-27,Consumer Internet,Bengaluru,700000.0
Pikkol,2016-10-28,Logistics,Bengaluru,0.0
